,c_charge_degree,age_cat,race,gender,score_text,priors_count,two_year_recid,MetaFair,GerryFair
4428,0,0,0,1,1,2.899290166423702,1,0,0.9478957915831672
5269,0,0,0,1,1,0.36965633690911126,0,0,0.0
3902,0,0,1,0,1,-0.6843577587219684,0,1,0.0
4479,1,0,1,1,2,-0.6843577587219684,0,1,0.0
1615,0,0,1,1,0,2.0560788899188385,1,0,0.9238476953907824
4436,0,0,1,1,1,-0.2627521204695365,0,1,0.0
2443,1,1,1,1,2,3.110092985549918,1,0,0.9599198396793596
982,0,2,1,1,1,-0.6843577587219684,0,1,0.0
4195,0,0,1,1,2,0.15885351778289533,1,1,0.0
4391,0,1,0,0,2,-0.6843577587219684,1,1,0.0
39,0,0,1,1,2,-0.6843577587219684,1,1,0.0
944,0,0,1,1,2,-0.4735549395957524,0,1,0.0
3411,0,0,0,1,1,-0.6843577587219684,1,1,0.0
3725,0,0,0,0,2,0.15885351778289533,0,1,0.0
1607,1,2,1,1,2,-0.2627521204695365,1,1,0.0
464,0,2,0,1,1,-0.2627521204695365,0,0,0.002004008016032064
15,0,0,0,1,2,0.5804591560353272,1,1,0.0
5029,1,0,1,0,2,-0.05194930134332058,0,1,0.0
4872,1,0,0,1,1,-0.6843577587219684,0,1,0.0
3605,1,0,0,1,2,0.15885351778289533,1,1,0.0
1953,1,0,1,1,1,-0.6843577587219684,0,1,0.0
2033,0,2,1,1,2,-0.4735549395957524,1,1,0.0
4731,0,0,1,1,1,-0.6843577587219684,0,1,0.0
1940,0,0,0,1,1,-0.4735549395957524,0,1,0.0
2111,1,2,1,1,2,-0.6843577587219684,0,1,0.0
535,0,0,0,1,2,-0.4735549395957524,0,1,0.0
4121,0,0,1,0,2,-0.6843577587219684,0,1,0.0
3654,0,0,1,1,2,0.5804591560353272,1,0,0.002004008016032064
5837,1,0,1,1,2,0.5804591560353272,1,1,0.0
5160,0,0,1,1,1,-0.4735549395957524,1,1,0.0
5020,1,0,1,1,1,-0.6843577587219684,0,1,0.0
539,0,0,0,0,1,-0.6843577587219684,1,1,0.0
3319,0,0,0,1,1,-0.2627521204695365,1,1,0.0
1427,0,2,1,1,2,-0.6843577587219684,0,1,0.0
3311,0,0,1,1,1,-0.2627521204695365,0,1,0.0
1692,0,0,1,1,0,2.2668817090450544,1,0,0.9398797595190389
5182,0,0,1,0,1,-0.6843577587219684,0,1,0.0
1564,1,0,0,1,1,-0.6843577587219684,0,1,0.0
3067,0,2,0,1,1,-0.6843577587219684,0,1,0.0
5781,1,1,0,1,1,-0.6843577587219684,0,1,0.0
3568,0,0,1,1,2,2.0560788899188385,1,0,0.7955911823647301
4660,0,0,0,0,2,-0.2627521204695365,1,1,0.0
2243,0,0,1,0,1,-0.4735549395957524,0,1,0.0
4879,0,0,0,1,1,-0.2627521204695365,0,1,0.0
2843,0,0,1,1,2,1.4236704325401908,1,0,0.2865731462925854
895,0,0,1,0,2,0.15885351778289533,1,1,0.0
509,0,0,1,1,1,-0.6843577587219684,0,1,0.0
6119,1,0,1,1,1,-0.6843577587219684,0,1,0.0
5350,1,0,1,0,0,4.1641070811809975,1,0,0.9879759519038085
5032,0,0,1,1,1,-0.2627521204695365,1,1,0.0
3073,0,0,1,1,2,-0.05194930134332058,1,1,0.0
1961,1,0,1,1,1,-0.2627521204695365,0,1,0.0
2262,1,2,0,1,0,-0.05194930134332058,1,0,0.0
4388,1,0,0,1,1,-0.05194930134332058,0,1,0.0
3071,1,0,1,1,1,-0.6843577587219684,0,1,0.0
572,0,1,1,1,0,2.899290166423702,1,0,0.9939879759519047
1984,0,1,1,1,1,-0.05194930134332058,0,0,0.002004008016032064
3682,1,1,0,1,1,-0.6843577587219684,0,1,0.0
4209,0,2,0,1,0,-0.6843577587219684,0,1,0.0
1596,1,0,1,0,1,-0.4735549395957524,1,1,0.0
735,0,0,1,1,1,0.36965633690911126,1,0,0.002004008016032064
2812,0,0,0,1,1,-0.05194930134332058,0,1,0.0
1116,0,0,1,1,1,-0.6843577587219684,1,1,0.0
4331,0,1,0,0,1,-0.2627521204695365,0,1,0.0
5900,0,0,1,1,1,0.15885351778289533,1,1,0.0
4416,1,0,1,1,1,-0.05194930134332058,1,1,0.0
98,0,0,0,1,1,-0.4735549395957524,1,1,0.0
4117,0,0,0,1,1,-0.6843577587219684,1,1,0.0
5548,1,0,1,1,1,-0.4735549395957524,0,1,0.0
5742,1,1,0,1,1,-0.6843577587219684,0,1,0.0
451,0,2,0,1,1,-0.6843577587219684,1,1,0.0
227,0,1,1,0,1,-0.6843577587219684,0,1,0.0
5313,1,0,1,1,1,-0.4735549395957524,0,1,0.0
317,1,0,1,1,1,-0.4735549395957524,0,1,0.0
4577,0,1,1,1,1,-0.4735549395957524,0,1,0.0
3267,0,1,0,1,1,-0.05194930134332058,0,1,0.0
2407,1,0,1,1,2,-0.4735549395957524,0,1,0.0
3324,1,0,1,1,1,-0.6843577587219684,1,1,0.0
6128,0,2,1,1,2,-0.6843577587219684,1,1,0.0
2374,1,1,0,1,1,-0.2627521204695365,0,1,0.0
5643,0,0,0,0,1,-0.6843577587219684,0,1,0.0
1580,0,2,0,1,1,-0.4735549395957524,1,1,0.0
4118,0,0,0,1,1,-0.6843577587219684,0,1,0.0
2149,1,1,1,1,1,-0.05194930134332058,1,1,0.0
4396,1,0,1,1,1,-0.6843577587219684,0,1,0.0
751,0,0,1,1,1,-0.4735549395957524,0,1,0.0
29,0,1,0,1,1,-0.6843577587219684,0,1,0.0
1281,0,2,1,0,2,-0.6843577587219684,1,1,0.0
3318,0,1,0,1,1,-0.6843577587219684,0,1,0.0
5702,1,0,1,1,1,-0.6843577587219684,0,1,0.0
1513,0,1,0,0,1,-0.6843577587219684,1,1,0.0
3861,1,0,0,1,1,-0.05194930134332058,1,1,0.0
1086,0,0,0,1,0,-0.2627521204695365,1,1,0.0
5828,0,0,1,1,2,-0.2627521204695365,0,1,0.0
5753,0,0,1,1,0,-0.2627521204695365,1,1,0.0
6123,0,0,1,1,2,0.7912619751615431,1,0,0.002004008016032064
1651,0,0,0,1,1,-0.4735549395957524,0,1,0.0
2894,0,1,0,1,1,2.0560788899188385,0,0,0.9078156312625258
5777,1,2,1,0,1,-0.4735549395957524,1,1,0.0
4668,0,0,0,1,1,-0.6843577587219684,0,1,0.0
1391,1,1,0,1,1,-0.2627521204695365,0,1,0.0
1526,0,0,1,1,0,1.8452760707926226,0,0,0.9018036072144296
1022,1,0,1,0,1,-0.6843577587219684,0,1,0.0
977,0,2,1,1,1,-0.6843577587219684,1,1,0.0
3108,1,0,0,1,1,-0.4735549395957524,0,1,0.0
4106,1,0,1,1,1,-0.6843577587219684,0,1,0.0
194,0,2,1,1,0,-0.2627521204695365,0,0,0.002004008016032064
5484,0,2,1,1,2,-0.05194930134332058,1,0,0.002004008016032064
3972,1,0,1,1,0,1.6344732516664067,1,0,0.3446893787575153
6117,1,0,1,1,1,-0.2627521204695365,0,1,0.0
1622,1,0,0,0,1,-0.6843577587219684,0,1,0.0
3169,0,0,1,1,2,-0.05194930134332058,0,1,0.0
3254,1,0,0,1,0,-0.6843577587219684,1,1,0.0
5166,0,1,0,1,1,0.5804591560353272,0,0,0.002004008016032064
5094,0,2,0,1,2,1.4236704325401908,0,0,0.5911823647294594
1008,1,2,1,1,0,-0.6843577587219684,1,1,0.0
3131,1,0,1,1,2,-0.6843577587219684,1,1,0.0
4154,1,0,1,1,0,0.36965633690911126,0,1,0.0
3736,0,2,1,0,1,-0.4735549395957524,0,1,0.0
2751,0,0,0,0,2,-0.2627521204695365,1,1,0.0
2388,1,0,1,1,1,0.15885351778289533,0,1,0.0
3916,1,1,1,1,1,0.15885351778289533,0,1,0.0
1696,0,0,0,1,0,0.7912619751615431,1,0,0.002004008016032064
2657,0,0,0,1,0,-0.2627521204695365,1,1,0.0
6033,1,0,1,0,1,-0.4735549395957524,0,1,0.0
3526,1,0,1,0,1,-0.2627521204695365,0,1,0.0
2916,0,2,1,1,2,-0.4735549395957524,1,1,0.0
5093,1,0,1,0,1,-0.4735549395957524,1,1,0.0
991,0,0,1,0,0,-0.05194930134332058,1,1,0.0
4463,0,0,0,1,1,-0.2627521204695365,0,1,0.0
2966,0,0,0,1,1,-0.4735549395957524,1,1,0.0
1220,1,2,1,0,2,-0.6843577587219684,0,1,0.0
4398,1,2,1,1,0,-0.2627521204695365,1,1,0.002004008016032064
6077,0,0,1,0,1,-0.2627521204695365,1,1,0.0
2372,1,0,1,1,2,-0.05194930134332058,0,1,0.0
3680,0,0,1,0,1,-0.2627521204695365,1,1,0.0
5635,1,1,1,1,2,2.0560788899188385,0,0,0.6833667334669344
1642,0,0,1,1,1,-0.2627521204695365,0,1,0.0
2838,0,0,1,1,0,0.7912619751615431,0,0,0.19639278557114243
1900,1,1,1,1,1,-0.05194930134332058,1,1,0.0
3953,0,1,1,1,1,-0.4735549395957524,0,1,0.0
4349,0,0,1,1,1,-0.6843577587219684,1,1,0.0
3457,0,0,0,1,2,0.5804591560353272,1,1,0.0
302,0,2,1,1,0,-0.05194930134332058,1,0,0.13026052104208424
4217,0,2,1,1,2,-0.6843577587219684,1,1,0.0
4449,0,0,1,1,2,-0.6843577587219684,0,1,0.0
2369,0,0,1,1,1,-0.6843577587219684,0,1,0.0
42,1,1,0,1,1,-0.6843577587219684,0,1,0.0
4054,1,2,1,0,1,-0.6843577587219684,0,1,0.0
4254,0,0,1,1,0,-0.4735549395957524,1,1,0.0
5172,0,2,0,1,2,-0.05194930134332058,1,0,0.0
5493,0,2,1,0,2,-0.6843577587219684,1,1,0.0
1528,0,1,0,1,1,0.5804591560353272,1,0,0.002004008016032064
768,1,0,1,1,1,0.36965633690911126,1,1,0.0
1889,0,0,0,1,2,0.5804591560353272,1,1,0.0
1737,0,0,1,1,0,-0.2627521204695365,1,1,0.0
661,0,0,1,0,2,0.15885351778289533,0,1,0.0
1921,0,2,1,1,2,-0.6843577587219684,1,1,0.0
1332,0,1,0,0,1,-0.4735549395957524,0,1,0.0
217,0,2,0,0,2,0.36965633690911126,1,1,0.0
6166,0,2,1,1,0,-0.6843577587219684,0,0,0.002004008016032064
2267,0,0,0,1,0,-0.05194930134332058,1,1,0.0
2975,0,0,0,1,1,0.36965633690911126,1,0,0.0
4275,0,1,1,1,1,-0.4735549395957524,0,1,0.0
5010,0,2,1,1,1,-0.2627521204695365,1,0,0.002004008016032064
3197,1,0,1,1,1,-0.4735549395957524,1,1,0.0
388,0,0,1,1,0,0.36965633690911126,0,0,0.002004008016032064
4977,0,1,0,1,1,1.8452760707926226,1,0,0.8657314629258525
1206,1,1,1,1,1,1.2128676134139749,0,0,0.24048096192384788
3545,1,1,1,1,2,1.6344732516664067,1,0,0.31863727454909846
5966,1,0,0,1,1,0.5804591560353272,1,1,0.0
2876,0,0,1,1,2,1.2128676134139749,1,0,0.1803607214428859
6146,0,0,1,1,1,1.2128676134139749,0,0,0.29058116232464953
1063,0,2,1,1,0,-0.6843577587219684,1,0,0.002004008016032064
6032,0,2,1,1,1,0.15885351778289533,1,0,0.12024048096192393
2782,0,0,0,1,1,-0.4735549395957524,1,1,0.0
2177,0,0,1,1,1,1.6344732516664067,0,0,0.5951903807615235
294,1,1,0,1,1,-0.6843577587219684,0,1,0.0
2626,0,1,1,1,2,1.4236704325401908,0,0,0.5150300601202409
1370,0,0,1,1,2,-0.2627521204695365,0,1,0.0
4912,0,0,0,1,0,0.36965633690911126,1,0,0.002004008016032064
5378,1,2,1,0,2,-0.6843577587219684,1,1,0.0
3520,1,0,1,1,2,-0.4735549395957524,1,1,0.0
1035,1,0,0,0,1,-0.4735549395957524,0,1,0.0
2345,1,0,1,0,2,-0.6843577587219684,1,1,0.0
4088,0,0,1,1,0,1.2128676134139749,1,0,0.364729458917836
5651,0,0,1,0,1,-0.4735549395957524,0,1,0.0
3508,0,0,1,1,0,2.688487347297486,1,0,0.9679358717434878
6055,0,2,1,1,1,1.002064794287759,1,0,0.7114228456913834
6053,0,2,1,1,2,-0.4735549395957524,1,1,0.0
4196,1,1,0,1,1,-0.6843577587219684,0,1,0.0
2284,0,0,1,1,2,2.0560788899188385,0,0,0.7955911823647301
2164,1,0,0,1,1,-0.6843577587219684,0,1,0.0
861,0,0,1,1,0,0.5804591560353272,1,0,0.038076152304609215
429,0,1,1,1,2,1.8452760707926226,0,0,0.8917835671342693
3855,0,0,1,1,0,2.899290166423702,1,0,0.9779559118236482
1939,1,0,0,1,1,-0.4735549395957524,1,1,0.0
5154,1,0,1,1,0,1.2128676134139749,0,0,0.15831663326653317
2630,1,1,1,1,1,-0.05194930134332058,1,1,0.0
4126,1,2,1,1,2,-0.6843577587219684,1,1,0.0
4811,1,0,1,1,2,-0.2627521204695365,0,1,0.0
812,1,2,0,1,1,-0.6843577587219684,0,1,0.0
304,0,0,1,1,1,-0.4735549395957524,0,1,0.0
4107,0,0,1,0,1,-0.05194930134332058,1,1,0.0
1654,0,2,0,1,1,-0.6843577587219684,0,1,0.0
5603,0,0,0,0,1,-0.6843577587219684,1,1,0.0
5590,0,0,1,1,2,2.0560788899188385,1,0,0.7955911823647301
5712,0,2,1,1,0,0.15885351778289533,0,0,0.25450901803607234
2974,0,1,0,1,2,0.7912619751615431,1,0,0.002004008016032064
4994,0,0,1,1,0,-0.6843577587219684,1,1,0.0
5244,0,0,1,1,1,0.36965633690911126,0,0,0.002004008016032064
1095,0,2,0,1,2,0.5804591560353272,1,0,0.0220440881763527
286,0,0,1,1,0,1.8452760707926226,1,0,0.9018036072144296
1045,1,0,1,1,1,-0.6843577587219684,1,1,0.0
1511,0,0,1,1,1,-0.05194930134332058,1,1,0.0
3283,0,0,1,1,2,-0.2627521204695365,1,1,0.0
2543,1,0,1,1,0,4.374909900307213,1,0,1.0000000000000009
4445,0,2,0,1,1,-0.6843577587219684,1,1,0.0
5148,1,0,1,0,1,-0.05194930134332058,1,1,0.0
1722,1,1,1,0,1,0.7912619751615431,0,1,0.0
4136,0,0,1,0,2,-0.6843577587219684,0,1,0.0
532,0,2,1,1,0,0.15885351778289533,1,0,0.25450901803607234
3429,0,1,0,1,1,-0.6843577587219684,0,1,0.0
2650,0,1,0,1,1,-0.4735549395957524,0,1,0.0
5968,0,0,1,1,2,-0.6843577587219684,0,1,0.0
3790,1,0,0,0,1,-0.6843577587219684,0,1,0.0
818,0,2,1,1,2,-0.2627521204695365,1,0,0.002004008016032064
4864,1,1,0,1,1,-0.4735549395957524,0,1,0.0
6013,1,2,1,1,2,-0.4735549395957524,1,1,0.0
6137,1,2,1,1,1,-0.6843577587219684,0,1,0.0
4707,1,1,0,1,1,-0.2627521204695365,0,1,0.0
1314,1,0,1,0,1,-0.6843577587219684,0,1,0.0
5600,0,0,0,1,1,1.002064794287759,0,0,0.002004008016032064
1362,1,1,0,1,1,-0.6843577587219684,0,1,0.0
731,1,2,1,1,0,0.7912619751615431,0,0,0.3106212424849702
4386,1,0,1,1,0,1.6344732516664067,1,0,0.3446893787575153
4176,1,0,1,0,1,-0.4735549395957524,0,1,0.0
5373,0,1,1,0,1,-0.4735549395957524,0,1,0.0
4355,0,2,1,1,2,-0.6843577587219684,1,1,0.0
187,0,0,0,1,1,0.15885351778289533,1,1,0.0
2877,0,0,0,1,0,1.2128676134139749,0,0,0.2565130260521044
4569,0,0,1,1,2,-0.4735549395957524,1,1,0.0
2385,0,0,1,1,0,0.15885351778289533,1,0,0.002004008016032064
4792,1,1,0,0,1,0.7912619751615431,1,1,0.0
2921,1,1,0,0,1,-0.6843577587219684,0,1,0.0
70,1,0,1,1,1,-0.4735549395957524,0,1,0.0
2959,1,0,1,1,1,-0.6843577587219684,0,1,0.0
5288,1,0,0,1,1,-0.4735549395957524,1,1,0.0
2584,1,1,0,1,1,-0.6843577587219684,1,1,0.0
871,0,0,1,1,1,-0.6843577587219684,1,1,0.0
660,0,0,1,1,1,0.15885351778289533,0,1,0.0
3351,1,1,0,1,1,-0.6843577587219684,0,1,0.0
4278,0,1,1,1,1,-0.4735549395957524,0,1,0.0
888,0,0,1,1,1,-0.6843577587219684,0,1,0.0
1161,0,1,1,1,1,-0.4735549395957524,0,1,0.0
5936,1,0,1,1,1,1.002064794287759,1,0,0.002004008016032064
2619,1,0,1,1,1,-0.6843577587219684,0,1,0.0
1411,1,0,1,1,1,-0.6843577587219684,1,1,0.0
1196,1,0,1,0,1,-0.6843577587219684,0,1,0.0
2586,1,0,0,1,1,-0.6843577587219684,1,1,0.0
1815,0,1,0,0,1,-0.6843577587219684,0,1,0.0
5215,1,0,0,0,1,0.15885351778289533,0,1,0.0
2539,0,0,1,1,1,1.002064794287759,0,0,0.18837675350701416
1571,1,0,1,1,1,1.4236704325401908,1,0,0.14829659318637284
1,0,0,1,1,1,-0.6843577587219684,1,1,0.0
2836,0,0,0,0,1,-0.2627521204695365,1,1,0.0
224,0,0,1,0,1,-0.2627521204695365,0,1,0.0
5502,0,0,1,1,2,-0.2627521204695365,1,1,0.0
641,0,1,1,0,0,3.320895804676134,1,0,0.9879759519038085
4665,0,2,1,1,0,1.8452760707926226,1,0,0.9619238476953916
2824,0,0,0,1,2,-0.6843577587219684,0,1,0.0
2460,0,0,1,1,1,-0.05194930134332058,0,1,0.0
5869,1,1,0,1,1,-0.2627521204695365,0,1,0.0
3647,0,0,1,0,2,-0.4735549395957524,0,1,0.0
5159,0,0,0,1,1,-0.6843577587219684,1,1,0.0
20,0,2,0,0,1,-0.6843577587219684,0,1,0.0
5129,0,2,0,1,0,-0.2627521204695365,1,0,0.002004008016032064
3343,1,1,0,1,1,0.5804591560353272,1,0,0.0
6114,0,0,0,1,1,-0.2627521204695365,0,1,0.0
1096,1,1,1,1,1,-0.6843577587219684,0,1,0.0
396,1,1,1,1,2,1.8452760707926226,1,0,0.4288577154308621
5947,0,2,1,1,1,-0.05194930134332058,0,0,0.002004008016032064
283,0,0,1,1,1,-0.6843577587219684,0,1,0.0
5335,0,0,1,1,1,-0.6843577587219684,0,1,0.0
5145,0,2,0,0,0,-0.6843577587219684,1,1,0.0
557,1,0,1,1,0,-0.4735549395957524,1,1,0.0
5303,0,0,1,1,0,-0.4735549395957524,1,1,0.0
5039,0,0,1,1,1,-0.2627521204695365,0,1,0.0
2091,1,1,0,1,1,-0.4735549395957524,0,1,0.0
776,0,0,1,1,2,-0.4735549395957524,0,1,0.0
3335,0,2,1,1,2,-0.4735549395957524,1,1,0.0
5156,0,1,0,1,1,0.5804591560353272,0,0,0.002004008016032064
2740,0,1,1,1,0,-0.05194930134332058,1,0,0.002004008016032064
2878,0,2,1,1,0,0.7912619751615431,1,0,0.7274549098196399
1928,0,0,0,1,1,-0.6843577587219684,1,1,0.0
72,0,1,1,1,1,-0.6843577587219684,1,1,0.0
2048,0,0,1,1,2,1.002064794287759,0,0,0.008016032064128256
1041,0,1,1,1,1,1.8452760707926226,0,0,0.9158316633266541
4498,0,0,1,1,0,2.0560788899188385,1,0,0.9238476953907824
401,0,2,1,1,0,-0.6843577587219684,0,0,0.002004008016032064
5974,1,1,1,1,1,-0.6843577587219684,0,1,0.0
1625,1,0,0,1,1,-0.6843577587219684,0,1,0.0
3030,1,0,0,0,1,-0.05194930134332058,1,1,0.0
5875,1,2,1,1,2,-0.6843577587219684,0,1,0.0
1804,1,0,0,1,1,-0.6843577587219684,0,1,0.0
5289,0,1,0,1,1,0.7912619751615431,0,0,0.08216432865731467
5876,1,0,0,1,1,-0.2627521204695365,0,1,0.0
3728,0,0,1,0,2,2.4776845281712703,1,0,0.6653306613226458
916,1,0,0,1,2,-0.4735549395957524,0,1,0.0
1034,1,0,1,1,1,-0.6843577587219684,0,1,0.0
5418,0,1,1,1,1,-0.05194930134332058,1,0,0.002004008016032064
4655,1,2,1,0,2,-0.6843577587219684,0,1,0.0
